subset,weighted,d_median,n,density,density_lo,density_hi,lacunarity_mean,lacunarity_mean_lo,lacunarity_mean_hi,lacunarity_slope,lacunarity_slope_lo,lacunarity_slope_hi,r_crit,r_crit_lo,r_crit_hi,mfa_alpha_width,mfa_alpha_width_lo,mfa_alpha_width_hi,W_trans,W_trans_lo,W_trans_hi,gamma,gamma_lo,gamma_hi,Delta_D,Delta_D_lo,Delta_D_hi,S_alpha,S_alpha_lo,S_alpha_hi
all,False,0.0096895,800,10.373429273089744,10.16385581004908,10.587521298396295,9.44190366591291,9.094968685603547,9.697272496023725,8.487488961326275,7.99132069400893,8.696256843036187,1.4659431383178718,0.9180153396079282,1.9023943308726103,9.449639066612653,9.202657665457911,9.63467049069587,1.5246050003290241,0.8326743005749642,1.9595802028899614,4.521605651644251,3.9426836329630204,6.025448425041279,10.284940705692133,10.054516104279195,10.47814934078972,1.4136718729120157,1.0345277003052546,1.8169064431649349
all,False,0.010211250000000002,800,10.291745766876742,10.09365808473407,10.486015287178853,9.348149178412845,9.041350312043424,9.658757548560418,8.78153182997958,8.594264604675441,8.941557679039278,1.756477447962599,1.366256208418078,2.1393008301903502,9.237708632005546,9.000390660453474,9.414563175453834,1.8389923905602827,1.4265562308849755,2.2462104622885395,4.065146172793305,3.7327467465205633,4.60024560758553,10.058073508854482,9.835022685744194,10.25707026222029,1.8400838799085335,1.4277541057677545,2.1929206193354753
all,False,0.010801375,800,10.198670224605706,9.859961415227556,10.458970082215084,8.98787784899073,8.6536191248028,9.355855133443713,8.685766418020084,8.509800235434945,8.850999619805627,2.0507500331904187,1.5658110277236028,2.4502962209249763,9.228195235608547,8.988482602505734,9.511850052943329,1.9877938674806224,1.3994825568086044,2.3409101207922385,3.9790243722158656,3.783035327279851,4.521475122061544,10.008452842850613,9.717706635994555,10.280258336558642,2.192374018657406,1.649993645782741,2.5974124310670894
all,False,0.011400375,800,10.170931289923903,9.821154446569851,10.524471125757545,8.896051566510687,8.610166149758824,9.231418296354885,8.704658333780511,8.514064746253153,8.838003417242474,2.1491464304948518,1.6074687925668696,2.5499664032067653,9.184045720192751,8.941373535848898,9.513239914308963,2.0300817636047457,1.4827438381016778,2.428036506223436,4.022512993966034,3.8180782008512546,4.33097824307059,9.93570018149902,9.639005080568744,10.23572395073277,2.3006605973434127,1.9263002832666214,2.686269369423286
all,False,0.01198275,800,10.244724192667288,9.944889366136328,10.494171972813865,8.895648093617202,8.415900994113496,9.355920952031894,8.730470206476644,8.528175165304186,8.870433874199398,2.0278393854810712,1.6096463025946917,2.407682999456898,9.16429507109306,8.91363506325813,9.393207154105214,2.018051778850531,1.4935702193238785,2.396513725010473,4.058167810615048,3.829238440052115,4.4060432941045,9.975038351967692,9.695188604865432,10.193768429467573,2.241558215787228,1.8490559834554217,2.682169056919889
all,False,0.012702999999999999,800,10.14254301474941,9.760022524165771,10.393192723686692,9.285837291572726,8.994425047516762,9.618370442219335,8.5978501905165,8.406597762689474,8.77534703205526,1.938222797794032,1.4507760882950755,2.425147102014952,9.104317847623397,8.831813435284587,9.321432650105793,1.9333386189230835,1.4499249223786554,2.415876919091784,4.063937872824041,3.81996995819765,4.530158988520868,9.924677286791676,9.596738029442447,10.15930103117168,2.397213926727633,1.887647635219275,2.94766583316583
all,False,0.01341,800,10.161217425918478,9.87297123716332,10.394645082337787,9.323336581493736,9.008998010149748,9.659853444902621,8.61135330860749,8.35831436298275,8.763592275408964,1.8543990146702933,1.4300038504273602,2.351534577148764,9.06319219223623,8.87681404508708,9.24629336505233,1.9301232165796582,1.2233680169895842,2.2792847458258167,4.079122081665296,3.7993153408077918,4.79309733020313,10.06836010990286,9.822094147377099,10.295222924514823,2.2143544023625594,1.5971707202523582,2.6276074285136373
all,False,0.014329125,800,10.492143487120579,10.230669903373418,10.647047492445258,9.159193454418803,8.870603298214407,9.566186126667542,8.61287840295309,8.27963522361249,8.79289327755361,1.6322125472508986,1.0327736590576466,2.1167306051657526,9.259318134300345,9.011660259769789,9.39607292927092,1.5227283639165254,0.9311497374738184,1.9186653247941476,4.563588841813416,4.020019734649834,5.737765089962815,10.258760588282058,10.029444013101449,10.443068810854871,1.8264743986454532,1.2309577740378252,2.2062779785065514
all,False,0.015186999999999999,800,10.311418858401202,10.002341330289509,10.604116215507347,8.971969203036071,8.506750087761189,9.453771095003685,8.734161498063523,8.509629444048295,8.898208482661746,1.902884192123689,1.478537887926006,2.355158783100421,9.139239038461056,8.903180470714846,9.350694089101584,1.9400929302248904,1.4850904251334225,2.343479516564994,4.150359426029356,3.8556491422134407,4.648589253802245,10.165929040170623,9.874141051513512,10.487325976611798,1.9390719726926555,1.5624796857298973,2.2875682102496664
all,False,0.016124875,800,10.117765617699558,9.790179388341462,10.328400163042318,9.362136599745641,9.012049052700165,9.721122555832476,8.58551328667683,8.381127157083728,8.743797308400884,2.0530955252943786,1.5689601150714512,2.44925266723018,8.978085118329798,8.723865397554768,9.22976205447603,2.0723154415038603,1.6044029550425725,2.4841624842330776,3.9791632467043447,3.7033229335493743,4.511192410617721,9.939071360262822,9.563195026939873,10.171495678117296,2.045427604550077,1.6058655046718147,2.484445277881261
all,False,0.017154250000000003,800,9.996476240463265,9.713300908170345,10.237366858817195,9.422054115497906,9.085215024449397,9.753441228778252,8.538884672748523,8.351316087989382,8.717263526498858,2.251707042117258,1.8377860466865976,2.5979746604078167,8.847557311384065,8.611034596859547,9.091116772021678,2.3230175613356874,1.879971509323566,2.705307567800598,3.8113107130508896,3.6538391439215623,4.162116427788187,9.778067524955603,9.472055761274822,10.067175715960834,2.284979130806091,1.8929197846237356,2.6715402911742836
all,False,0.018253625,800,9.907728732228183,9.606873966956394,10.125240670917464,9.371078007022005,9.049260862846776,9.655337234321506,8.580861662169816,8.38212313445204,8.769561936529552,2.210820695245389,1.8209842902069089,2.5778061986056193,8.830555575860727,8.558218508993384,9.039648505520002,2.3680269106872407,1.9875390015126149,2.7196783294404163,3.849356264887856,3.6857475757955234,4.074296774901356,9.760567445041069,9.469811828714532,10.036374983609724,2.490323276775034,2.089788793404729,2.8256516457210528
all,False,0.01974625,800,10.035150752906775,9.683605619879044,10.293046299298098,9.098934035626336,8.77840792822293,9.362599771298834,8.521147322590988,8.330591263305491,8.724809238458622,2.269563428240626,1.9638520965970045,2.659733883409177,8.753633775980381,8.510502525246915,8.977563638925378,2.4213526555100726,2.0180729775978423,2.796369566886137,3.963827644403769,3.7922757035814496,4.16498346584587,9.755124669375379,9.405606851466487,9.95684784010039,2.6195320523465244,2.314214175244219,2.980014144206612
all,False,0.021413,800,10.077275819230747,9.814688854435865,10.36603685465031,8.99980601371674,8.694670711755535,9.246045263617818,8.575815307887483,8.320745605384829,8.800290006592421,2.360733794430004,1.92105495461272,2.7815304834347385,8.653817953820223,8.372718202323906,8.96130392366449,2.4454070870063216,2.0285251591294062,2.8420956160365387,4.030838228110239,3.9210693374842736,4.277168223506526,9.757436309707547,9.494010633399135,10.055922382793046,2.617564195826858,2.222558116728455,3.035651981602291
all,False,0.023323499999999997,800,9.854826859696862,9.491685938756467,10.183810138715167,8.931874527878819,8.699844354880488,9.252141176411527,8.600020810617607,8.388315791413842,8.772098253878005,2.4869896001913494,2.138584434761603,2.8473855270104202,8.513633025591941,8.290968341097127,8.796396175309733,2.435385604258877,1.965972001473095,2.7940704584959306,4.046568983225899,3.9040392625305085,4.2681270221353405,9.728415655863193,9.397357759371701,9.978308213382054,2.6841541843561303,2.275089863401515,3.0278269925609878
all,False,0.025398625,800,9.753781874705465,9.450289579550104,10.02317579967094,8.939116744138989,8.633211210609197,9.280487761703522,8.724934126953201,8.514301100768325,8.879498839780823,2.460733596335035,1.946209082448859,2.837127329188608,8.507936521853189,8.228557744873356,8.787501725987887,2.4094465197676835,1.9663550018035825,2.785786744248684,4.0885734314977915,3.9019674652837195,4.412155278648623,9.781311245492263,9.47233498799459,10.074049166331815,2.550431854529961,2.1534121556712953,2.9126059705092957
all,False,0.028628375,800,9.613992441718837,9.308696686081584,9.90134435339193,9.160861279508781,8.919249684882262,9.44025642814084,8.744929316632463,8.552619588962662,8.903716030231573,2.2308738832794495,1.816726041816933,2.56769720354906,8.710772721124247,8.464571035963907,8.984170764636772,2.1777707870695058,1.7204822628933822,2.6173519534115366,4.161603553498732,4.000597747823655,4.486034993349143,9.802531283600564,9.548337706108567,10.04379921494461,2.456867047577028,1.9709162617910725,2.8098198755384085
all,False,0.03229675,800,9.679331942506215,9.463609675273862,9.914957208069804,9.10458290244709,8.855200851199976,9.358730217392736,8.81057801438713,8.637928432589206,8.975418163632646,2.144646928862242,1.739946557378727,2.518704280462749,8.718667349160206,8.477352202392456,8.997773125951944,2.087611230642024,1.597170039848072,2.5042594850054307,4.351757939658079,4.094513696391483,4.904343568133329,9.996516166070633,9.76176889988835,10.243831559804633,2.2201816080914383,1.7579041892412737,2.564947104295624
all,False,0.037650249999999996,800,9.268989825508262,9.063412153187306,9.468760050991692,9.431249137018916,9.159730552872276,9.654628102457993,8.50877343134555,8.358305797593069,8.649164189574426,2.0587575531084616,1.5640014555728678,2.4647919311903976,8.742575884259193,8.483890709924154,9.026511141792378,1.7854863711788103,1.233065130667712,2.2835104255361593,4.787354378355421,4.407874571836641,5.479681369921023,10.218524505573264,9.900453243516749,10.375267334796032,2.1101089998043845,1.659901639913476,2.5428738629570304
low,True,0.00044025,800,10.19376369043609,9.445465996993617,10.469346893625373,5.161141937141161,4.591717387265947,5.86946153597532,7.820871461920187,7.306275799586488,8.102928254520627,1.1989521848366764,0.5557790466500644,3.410320744062762,11.840836125909112,10.648079352637792,12.207924118315043,0.7198570492408445,0.4255654428555339,1.1570851964575586,7.102440002799761,6.463500788065723,7.621217959372054,12.417673308578502,11.230068796952771,12.63759184765636,1.1932597162691765,0.9809221921862854,3.8988769684462508
low,True,0.0007005,800,9.543492441500792,8.609603957267405,9.798451614529851,8.037877306247562,7.298127565189582,8.345445311807035,8.298484330834379,7.485273481534304,8.601040627543684,0.9254228784737787,0.3050885119429405,1.384521315570698,10.087334334253537,8.974936464040315,10.417921481620347,0.6579771839975551,0.22392871215156626,1.0070578610850816,6.637684978918612,5.4002637021933415,7.570517624948034,10.756572020702167,9.481409929965126,11.031533585216058,1.2584890935421331,1.0604405913861883,5.53191715198418
low,True,0.0009381249999999999,800,9.814042905715452,9.182432495966951,10.089757903840422,8.227755725036639,7.587590527613299,8.72188843684726,8.398173200253703,7.7248512637493505,8.715760898210396,0.610775790390788,0.30091921434750546,0.9822313764792426,9.969356772350423,9.061942647544395,10.271632444183233,0.5622903831093727,0.24289030020089417,0.9456742117133164,6.492385418555921,5.2038929337214626,7.528411407723503,10.539335325154841,9.828196781048735,10.755998108570733,1.3932248400514775,1.132194089472717,3.7837866407328176
low,True,0.0011815,800,9.760888865332634,9.054736855542744,9.956669188624291,8.810084635658916,8.091109468828753,9.179962870299988,8.382622487536361,7.654115259918594,8.70157375104189,0.5813044360241366,0.2680313269530327,0.9056642942183137,9.937674011655455,9.010588088426053,10.164843562280428,0.5913085724138694,0.26223497393664363,0.8989476197418403,6.341082740219756,5.050110790612384,7.348468939823427,10.318903711811933,9.340172460391349,10.515023970176356,1.3571896590618466,1.1004119202126135,4.169126454304899
low,True,0.001438,800,9.900389557237416,8.888275956761515,10.140120548045529,9.160046041159246,8.205329808131513,9.509825435130626,8.318516435732985,7.373060527349626,8.62514603945742,0.577791012603198,0.22923254323618894,0.7993211303636678,9.766263536433051,8.626080798289586,10.043988645486401,0.5983059748127306,0.22386541321106074,0.8079637062348624,6.159945011745173,5.138505107367861,7.132340468911375,10.253387141281964,9.066226133007252,10.517410569319773,1.3523843578101515,1.0871036495433968,5.329231907772116
low,True,0.00166925,800,9.96705079070032,8.884200920271319,10.167310532581235,9.229796914688974,8.281169207783215,9.533331862045792,8.209974568633779,7.224548747480624,8.488851261843832,0.3516295537952936,0.21044951569300632,0.6012638182130012,9.400132678243944,8.158982658970515,9.677424783504792,0.4286202308634747,0.19214010512009344,0.6235832928370786,6.710290796859308,5.637035022590914,7.414838020296186,10.075666417659441,8.98055839992862,10.346168172257842,1.7344454709794306,1.3295951242147157,6.0048358805540865
low,True,0.00193125,800,10.031102585232059,9.294534896024452,10.209658289683555,9.643353159136845,9.0075666800319,9.866827862736246,8.322050196360749,7.7404579346188696,8.645334456883752,0.6514700384409882,0.2833087838430141,1.0658568798481798,9.417160506005775,8.738180718591389,9.633669867657659,0.6367098548961104,0.2504301429230993,1.0048553317079039,6.167901255253534,4.837768519761481,7.360208445312149,10.173302068556001,9.37518067878049,10.37060320783302,1.0710635613352697,0.9742332489994799,3.396374868528516
low,True,0.00215675,800,10.152352650490878,9.263448022662121,10.365959786138841,9.502503328305862,8.802806446572538,9.729748479241218,8.381375907400832,7.576041274519714,8.691062146254168,0.6488692373505361,0.2659598310433112,0.9973806931393852,9.3796343935474,8.438268593613532,9.650505560054704,0.6289416959431149,0.2243674979277981,0.9793347906127592,6.233218928992229,4.9894917584416945,7.421518262132016,10.208306468264079,9.220783559053219,10.381092568501453,1.070341075770997,0.9669328738851426,4.117155774691568
low,True,0.0024356250000000003,800,10.311159723856521,9.912927929131525,10.537406017773357,9.248490679051482,8.811110572891085,9.51910766195561,8.736744701112121,8.175086889586986,9.049659804695,0.7898145276951919,0.4077130922240181,1.1299533657730354,9.53397234061726,9.052507677594194,9.802886921249664,0.7127857276167071,0.30668665782087146,1.0185411358487306,5.688811862501677,4.499914092768603,7.269063981350422,10.335263940519427,9.941600544181732,10.50020812429402,1.0957477265449487,0.9587384997435551,1.710863350316527
low,True,0.002693125,800,10.000722696786639,9.174633584178777,10.225184225435784,9.302367175737345,8.774954258524287,9.635098049905949,8.548229173274922,7.634759502519085,8.902047913735142,0.6774037133315914,0.2562235568427075,1.0189180731488963,9.429227055352978,8.637229814024453,9.640678722445049,0.5302240929544588,0.20799486854045576,0.762338731578623,6.378634682015501,5.137584531236261,7.5773189356346995,10.20244476322688,9.308974477558886,10.424325320825927,1.1354365786598732,0.9838162785077694,3.9444142800118427
low,True,0.002991125,800,10.049261448361984,9.681476815258135,10.246828274119117,9.52793208706311,9.19569405397065,9.816860597404986,8.555246049237343,8.117463261469691,8.857254494977129,0.6461089923817377,0.35618565642083194,0.9348294179274669,9.296364304737388,8.928717684531676,9.48903621709876,0.5321112927038917,0.331761647634257,0.831820112510263,6.36750715966139,5.404686467630877,7.518372192601729,10.113388811488727,9.73945535028319,10.256849131172938,1.1188301677080803,0.9491197820176916,1.703562112006907
low,True,0.0032884999999999998,800,9.961876082639165,9.36238929420343,10.140811088842597,9.622276321002985,9.033958676169934,9.815449656239249,8.405318563816659,7.67243531723082,8.670862621753974,0.5084778869037483,0.24870611979388785,0.7876921960129812,9.238203033801256,8.641301780363342,9.44713614844361,0.6230531753174673,0.24676246910933677,1.010012020665075,6.3326008187084515,5.350002220206082,7.561668679812004,10.027025801631511,9.38846236550874,10.203729320122044,1.3724478141430339,1.2600351264589642,3.286271426554799
low,True,0.0036195000000000003,800,10.067704831226767,9.575938466932353,10.238164163659533,9.633495502589042,9.207145760993459,9.8351550183541,8.196514737600081,7.575719996271614,8.554043433988117,0.6445993361503004,0.20953984943904364,0.9773469380852362,9.517518351759536,9.021426353094785,9.664440261309787,0.5404943602606121,0.2006249545175087,0.9580523780897814,6.279725714402979,5.255729590454813,7.5971271534444105,10.034766394851776,9.5604133726335,10.229915845944134,1.2497458614189072,1.0599438262491248,2.792098941516191
low,True,0.00395275,800,10.099810287491033,9.81125545055785,10.289361343831265,9.539044825916584,9.25710055083484,9.682717020245809,8.253323813683947,7.771280418176568,8.641548986189564,0.6575191080765836,0.3140505750238541,1.0388502992489652,9.44774216627353,9.108245476990547,9.72734009397113,0.5511855236170212,0.275375007188036,1.0839208386190147,6.310905857588536,5.066838256604103,7.5057993051355085,10.09697934912337,9.841245880601205,10.2482364083789,1.2247230195997,1.0431705248161893,1.6026072699987253
low,True,0.0042495,800,10.31144153275117,10.122119762445008,10.471929893789689,9.617367339536564,9.409637320191734,9.85542692376546,8.371962311221967,7.958957850569496,8.743063423544932,0.6611607517414175,0.33473024272135793,1.1324864162775348,9.477548546822003,9.190834438079628,9.683779097558784,0.8147469616325623,0.3354397863641722,1.19623870340278,5.851273847046904,4.498026844069226,7.3551273601932365,10.158329635639264,9.916177799624892,10.32903734446587,1.2814356290517712,0.9956562740033984,1.5896876987708295
low,True,0.004606625,800,10.209696871025347,10.000727493298529,10.365930280022349,9.736986600842478,9.489458938840206,9.902334784764731,8.373042919893765,7.983903904566826,8.612604688603646,0.7164906103563411,0.4481372273746259,1.1361596072723803,9.467615426985368,9.20940493971618,9.617524367165286,0.9993980478960137,0.4239192658792234,1.3224925708898543,5.561362211419688,4.615328550439455,6.8363777168414,10.178389483860252,10.017089146586903,10.32884457608703,1.3552809756510569,1.0065442684147372,1.6824636279632121
low,True,0.004911875,800,10.207221373876878,10.003445679727818,10.322675463956296,9.715599673209892,9.51891525491896,9.884995569768998,8.54518878797857,8.226227623342243,8.737668949167173,0.8892985663785319,0.5067212628244614,1.2057652359268787,9.487777971920876,9.2750679834217,9.61334746926787,1.0762394473383174,0.5153093082369831,1.4059027857366178,5.156272053551511,4.260132280890233,6.66298126582905,10.209303802240623,9.97562805231215,10.29233885904059,1.3894999099749419,1.0754905976849116,1.7383953837955206
low,True,0.005280375,800,10.231963363464407,10.05583510482182,10.335832045922595,9.567418585679999,9.36360150903645,9.724765718854721,8.509233924084388,8.292630923433245,8.781714499268016,0.891523081274496,0.6221103811562456,1.1953585606596346,9.517488294273562,9.315965334181826,9.728811188315552,0.9893535303745762,0.706727672438801,1.2740444373889153,5.373394981016444,4.474797720684257,6.399813051157115,10.295107374309937,10.130523972386882,10.438553238457937,1.167031876211002,0.893593970582276,1.4631244762728177
low,True,0.005682125,800,10.189679249899914,9.989893780864051,10.336890004510694,9.52234782635011,9.222197586867187,9.734811967426143,8.80028498399328,8.525999044722013,9.01489736763539,0.9810663536462131,0.658734431166922,1.2836640679042224,9.510432235428446,9.355198074819713,9.675091721242293,1.1635758276802382,0.7400712043947125,1.530542395716006,4.8644623923655965,4.009315578675034,6.071890298303123,10.35514230460369,10.17949876494429,10.48563082474976,1.2862047569124426,0.9780666434794965,1.6075423605339827
low,True,0.006066500000000001,800,10.23838982346008,9.759486958862553,10.387854565041339,9.390737676898823,8.974865798719502,9.650787407920511,8.574640415066876,8.041050147083217,8.867746645044265,0.82510984474469,0.335095689511568,1.1149519044731562,9.472208395876958,9.121060904235344,9.654805625399687,0.8869140443829009,0.3594518769744193,1.1899028253305137,5.9107565103484,4.955378917496109,7.586670288281503,10.307763027150369,9.833849020521496,10.466684299665408,0.967174393817932,0.7935076871760645,1.8360435084541828
low,True,0.006432875,800,10.054148358442546,9.811768042496132,10.225090701765117,9.430834374064531,9.202152447348025,9.59639397848874,8.488812109991862,8.13407183101817,8.733898616373681,0.8385619955364623,0.3539416533530023,1.1599194770787251,9.364611553172866,9.095787964015928,9.541690160449313,0.8613864771391894,0.3684167484921958,1.1636484771265676,6.176881587680705,5.092537074499306,7.506492585630222,10.183816730565281,9.942914093227262,10.306709956632249,1.102927197181391,0.9763129873048995,1.4877994564575194
low,True,0.0068416250000000005,800,10.249547186263525,9.966267573870459,10.418575040455682,9.340577018946128,9.042455398049992,9.632659634936573,8.38536905493968,8.060024028734226,8.651922689751386,0.7310380761400513,0.3954340520826221,1.0335620462198498,9.284092944750451,8.947594017995476,9.501170537331268,0.56366833053728,0.3956664644951599,0.7707940802350844,6.556285914564247,5.510727867991694,7.450237537781069,10.193996107905066,9.879276514158521,10.34311129341067,1.2043479677826143,0.9117458198174617,1.7927575088812508
low,True,0.007281625,800,10.356515327617409,10.132235366835962,10.537771810028417,9.37595501860441,9.086394717637589,9.690637341827445,8.61596676898582,8.336868890524356,8.925622889849743,1.0261144706858762,0.7871769446696034,1.393316403931289,9.32329925313137,9.11271464432754,9.471352946354463,0.9112977230327733,0.6575038199804377,1.149660377407077,5.3649078748124195,4.556654709088399,6.365881066275239,10.259002161014367,10.068886011917327,10.3893757160499,1.3799503146513716,1.0519528756145857,1.6507077485169641
low,True,0.007718249999999999,800,10.52713599423323,10.27768971851155,10.678347038711639,9.254052485036858,8.828998819423342,9.570064282529634,8.677435814238242,8.32977112847435,9.030174334266315,1.210419578692233,0.8694251152420798,1.5072349710361732,9.331413069349042,9.110461118146409,9.554048473244874,1.1776235668308532,0.7769795247541988,1.5967934003877067,4.8136250168936465,3.994110459268439,6.16822620800232,10.447631568624177,10.250451481911002,10.59130509140292,1.4560140732997102,1.1275946418219926,1.7683323264123163
low,True,0.008118875,800,10.544226223934091,10.31919671467169,10.764224550160955,9.319893734290034,9.018738866844638,9.690083502182894,8.611636976090717,8.147053890893527,8.920390638240892,1.1243248816903149,0.6682784569820084,1.472250272503534,9.416168387941477,8.961194693568801,9.624540691396689,1.1361926055388138,0.632264964617764,1.4933761507057841,4.931765953625562,3.997057329174187,6.451257997634315,10.519875743112891,10.2242811206125,10.671547525998985,1.3680688078782544,1.1019068989877852,1.670178182985369
low,True,0.008560749999999999,800,10.415856350048534,10.09622679829927,10.62898143824819,9.527934688951946,9.228593861494812,9.785895579001014,8.315966733445315,7.941973340482851,8.703575473520266,0.9819826120427203,0.5665762193565195,1.2729743871966324,9.341345942514122,8.980332545023204,9.559746988993853,0.9880810775721118,0.4973692651704179,1.2834965609183009,5.654320664691541,4.667621400709571,6.921199714439182,10.551753505694476,10.27593271503227,10.708205835083543,1.1730639072875555,0.9356406677399763,1.4553414878767923
low,True,0.0091305,800,10.221596115563823,9.856276942017757,10.489746494656073,9.501510132040886,9.114100249884741,9.730326240650184,8.134708428142929,7.694402373680166,8.485558154210592,0.6489913837287374,0.33949225487989804,0.9484526033830227,9.337923399760546,8.884702869577302,9.582274116611957,0.6239470003060508,0.2766802635940042,0.9468480758831118,6.528714682783314,5.6001971079217725,7.400784096245712,10.405027203535742,10.012682025791316,10.53579663792782,1.1481861758061473,1.0639615171585037,2.0093891270860778
low,True,0.009618874999999999,800,10.20439168561512,9.913524711412823,10.45686231541705,9.440406999487951,9.174252349384648,9.726109866094243,8.317555585496747,8.031887615071915,8.675456310765169,0.6554623528299804,0.3201844992407183,0.9451035447994162,9.348167210125974,9.03446840444658,9.570491452577452,0.6580158080092849,0.29978271837136466,0.9489281023961286,6.792265113288812,5.60834397234688,7.800011172957879,10.304880387908078,9.991688717798045,10.512488711332367,0.9105045864951932,0.7035687357842486,1.378491863659518
low,True,0.0101925,800,10.148069269471636,9.964769424998414,10.352557961987216,9.577702160578626,9.354740038785144,9.793551316846676,8.449951327632233,8.249283098879133,8.69063727135354,0.7886036744401862,0.5242321011827844,1.11625587815466,9.389709637992866,9.170766025079796,9.555737353073189,0.8287524152706122,0.5733460981385055,1.1415863795581713,6.411915317926422,5.493652958226311,7.230179561912794,10.128551427477936,9.939622208963577,10.280164258853159,0.9607243785120573,0.7656743869946088,1.2050657641022187
low,True,0.01083375,800,10.24774285994386,10.024738454850254,10.416915640714807,9.403353912837261,9.188445345857403,9.645150260962652,8.537177752552322,8.294618676662715,8.794374891820775,0.9982554004161377,0.7228894772175929,1.285950351952075,9.299116520602514,9.10326985656386,9.482730340254324,1.0003254564027348,0.7147484713829472,1.2779896401207491,5.897332261938665,4.979076776354159,6.788805846913832,10.238898910036614,10.050335278960299,10.411788926549502,1.1901681130910342,0.9185637570486216,1.5189610309495538
low,True,0.011465125,800,10.321131610415964,10.08054777697838,10.5164631137611,9.164990682487733,8.910624286580092,9.572879769559238,8.77229400596094,8.484727012228355,8.982220354098763,1.1099503219847409,0.7712225216170212,1.4318422674801377,9.297499156851503,9.085735054812266,9.49255465892295,1.073192243979009,0.7284997223321946,1.427014128345919,5.385052740439273,4.685938985137973,6.338028189353793,10.339734605775273,10.112863407186161,10.512468466693761,1.405609526771778,1.1045444147661048,1.6906940859336546
low,True,0.012111875,800,10.350792222700276,10.145715965107435,10.47694567030527,9.16771958511692,8.83834890597433,9.559002831389149,8.710765708351104,8.421969918216018,8.908451611688175,1.0586301585175844,0.6987271653523451,1.454879043342864,9.239521516507141,9.054266911616864,9.3582355309699,1.0184466336926097,0.6228265195937367,1.3486168134335061,5.4710656029651,4.712939592204629,6.966154097450721,10.396885333120053,10.144997817866079,10.583017170701938,1.3574207406240304,1.0044465619005332,1.6785158832681075
low,True,0.012911249999999999,800,10.298180741006178,10.09527321062202,10.488340566078172,9.439074346143737,9.040980170016736,9.891295149134837,8.482302459176392,8.273262651614706,8.702314219569809,1.0588530631701893,0.7024930071456366,1.4621181202931928,9.134433545466916,8.899524375716608,9.313903651739581,0.9379032422723237,0.6041400592741513,1.246036321100978,5.708237851500958,4.893204738297244,6.64888079517669,10.368953719267429,10.12963167873212,10.592582474057146,1.3657592247440362,1.0971033359766398,1.7834609717883212
low,True,0.013665625,800,10.257485890846452,9.955596940193626,10.477954283311133,9.332331919139113,8.918645283378108,9.733783939223889,8.302926075397032,8.040140345805469,8.479635757945898,0.7565876042677787,0.4111271161474285,1.1399550145027173,9.025959826338308,8.805486337766421,9.230693436034205,0.6814857702398375,0.42772124780345405,0.909009875488932,6.721878689648928,5.786761332394064,7.568066865630313,10.242108592139132,9.918922188198616,10.474576567461218,1.3250106008484048,1.1352460674742249,1.5690369999048246
low,True,0.014626375,800,10.270124111515512,9.97571206456382,10.510672847421578,9.021097780197877,8.631863026875955,9.585301442379372,8.37851838015266,8.13456966609208,8.557225937813737,0.8234411854042235,0.4938575245264752,1.1832894729841765,9.229388495260624,8.920689671600574,9.440885735713321,0.6639196399450861,0.38907603423755777,0.8248366495998539,6.861319659368843,5.987388106469692,7.583524194373321,10.194349380742196,9.903784009776993,10.388391965965555,1.1859893600147342,1.0001636402700196,1.434863338567344
low,True,0.01556875,800,10.275431050398563,10.06192639267515,10.465826960649714,9.696143324837832,9.345209463517495,9.995137468043339,8.451170250674542,8.257564521712043,8.673141717746477,0.9428805530392326,0.5687486356412793,1.2724958427372979,9.122395193949522,8.948236747090382,9.346905729396244,0.8361366190985381,0.573159280775097,1.0556907373649242,6.1147521549124795,5.22684369990877,7.280332993172894,10.118602203754733,9.908957711508442,10.2674426566666,1.077200301930973,0.840098523322282,1.4980602156460412
low,True,0.01658075,800,10.247144920076405,10.024617588982936,10.428692187135038,9.766256403455005,9.384381874950344,10.113781918819365,8.291176916308803,8.036813565370673,8.551831962839865,0.7601616824354305,0.5197909732039369,0.927399240789268,9.103624507273716,8.870776487382239,9.321628414447778,0.8130071956039508,0.5215074709993953,1.0182429720730102,6.395292094050034,5.656015617774581,7.281714122200433,10.249809191042996,10.032965770345397,10.441722165606135,1.0184176497687472,0.8080260972646904,1.2492198853004244
low,True,0.0177765,800,10.368451859872094,10.112039569947113,10.599965202419723,9.86379311705533,9.671283863228329,10.060104232564534,8.42762922540317,8.138927339219382,8.646538306643949,0.8865851560567832,0.6847721455021931,1.1027459616661628,9.192527420751343,8.92162760351224,9.374659318804568,0.9923860485430014,0.7288103174013889,1.225039270222661,5.737589011708841,5.015837304505298,6.735180591073326,10.189770739626319,10.019254395431899,10.38076498888993,1.1971657368917636,0.9230892503146376,1.430762946876215
low,True,0.019068125,800,10.514396377701592,10.22171312025626,10.765079526157638,9.742349380910277,9.407355826229828,10.016637363413192,8.235565681339468,7.951398897008252,8.517269437835125,0.9558026657412609,0.6569412210709454,1.2284580154784928,9.099502957661478,8.818381879359393,9.439511288970632,1.0043730126952584,0.7034322780418404,1.2602427058559154,5.79013537377312,5.036190779392376,6.7347819711599115,10.321121852686904,10.044435775064748,10.49794757359031,1.2116549057800214,0.9626472967986803,1.4934476003808235
